Full Name,Employment Sector,Job Title,Current Monthly Salary (USD),Total Previous Loans,Active Loans,Total Outstanding Balance (USD),Avg Loan Amount (USD),Common Loan Reason,Historical Return Rate (%),Days Past Due (Max),MFI Diversity Score,Risk Label
Vimbai Maphosa,Public Sector,Teacher,406,1,1,653,1096,Solar Equipment,99,4,2,Low
Anesu Mwenje,Education,Department Head,1780,0,0,0,753,Solar Equipment,55,118,4,High
Itayi G. Zhuwao,Retail,Shop Assistant,389,3,0,0,309,Home Improvement,98,0,1,Low
Rudo X. Mpofu,Manufacturing,Welder,691,3,0,0,359,Emergency,100,0,1,Low
Itayi Muzenda,Agriculture,Tobacco Smallholder,805,10,3,907,467,Input Financing,77,57,4,High
Tendai Sibanda,Transport,Truck Driver,950,5,4,2478,1034,Utility Debt,86,11,2,Medium
Thabo Chuma,Public Sector,Admin Secretary,907,6,5,5909,991,Small Business,79,81,3,High
Enock Mwenje,Mining,Underground Supervisor,1085,4,5,3215,543,School Fees,98,0,1,Low
Panashe Mutasa,Public Sector,ZIMRA Officer,948,0,0,0,659,Home Improvement,100,5,1,Low
Makanaka Masinga,Education,Lecturer,1752,10,6,1500,274,Utility Debt,97,0,3,Low
Dumisani C. Moyo,Agriculture,Agro-dealer,480,5,2,1363,830,School Fees,74,51,5,High
Njabulo Muzenda,Manufacturing,Line Supervisor,513,10,4,1642,520,Emergency,99,0,1,Low
Simba M. Mutambara,Retail,Buyer,613,9,1,212,180,Small Business,99,0,3,Low
Rufaro Bhebhe,Agriculture,Farm Manager,776,8,6,3810,826,Utility Debt,89,21,3,Medium
Tinashe C. Zhuwao,Retail,Merchandiser,390,3,2,1507,650,Small Business,91,20,4,Medium
Panashe Ncube,Retail,Shop Assistant,900,8,1,833,820,Input Financing,98,0,1,Low
Rudo Zhou,Health,Medical Officer,1365,3,1,854,765,Emergency,88,8,2,Medium
Dumisani Sithole,Public Sector,Admin Secretary,444,6,4,734,307,Medical,90,9,2,Medium
Tendai Khumalo,Public Sector,Admin Secretary,992,2,3,1459,852,Solar Equipment,89,11,3,Medium
Kudakwashe Zhou,Retail,Merchandiser,417,9,2,1431,775,Input Financing,98,0,2,Low
Nyasha Ncube,Health,Medical Officer,1713,9,1,382,603,Small Business,74,139,5,High
Itayi Tshuma,Education,Principal,964,9,1,447,592,Input Financing,96,0,1,Low
Njabulo I. Marembo,Health,Nurse,1758,8,4,2026,619,Small Business,94,17,2,Medium
Dumisani U. Sithole,Public Sector,Customs Clerk,320,9,4,2647,947,School Fees,97,4,1,Low
Tariro B. Marembo,Transport,Logistics,878,10,6,5689,793,Utility Debt,99,0,1,Low
Dumisani Masinga,Agriculture,Agro-dealer,511,6,3,1312,446,Medical,93,29,2,Medium
Rufaro Ndlovu,Public Sector,Admin Secretary,884,2,0,0,1111,Asset Financing,86,12,2,Medium
Dumisani Maphosa,Mining,Underground Supervisor,1412,5,3,2139,608,Solar Equipment,100,0,2,Low
Thabo Mutasa,Health,Medical Officer,832,1,2,1808,772,Medical,80,101,3,High
Rufaro Chidambaram,Public Sector,Customs Clerk,719,1,2,2140,1110,Home Improvement,88,24,2,Medium
Simba V. Zhou,Manufacturing,Line Supervisor,640,3,1,279,411,Solar Equipment,98,0,1,Low
Tatenda Dube,Public Sector,ZIMRA Officer,440,0,0,0,285,Medical,90,6,3,Medium
Chipo I. Makoni,Manufacturing,Welder,383,5,3,382,186,Input Financing,99,0,1,Low
Kudakwashe Nyathi,Mining,Shift Boss,1567,2,0,0,459,Small Business,91,23,3,Medium
Tariro Chikore,Agriculture,Tobacco Smallholder,418,9,5,2626,895,Asset Financing,97,0,2,Low
Rufaro Tshuma,Transport,Logistics,772,9,5,1922,560,Solar Equipment,99,0,3,Low
Vimbai I. Phiri,Education,Principal,1473,10,4,2693,979,Solar Equipment,96,0,3,Low
Thabo Phiri,Retail,Buyer,494,7,1,819,898,Medical,86,16,2,Medium
Nomsa Sithole,Health,Nurse,1222,5,0,0,294,Asset Financing,97,0,1,Low
Panashe N. Ncube,Public Sector,Customs Clerk,414,0,1,919,958,Input Financing,100,0,3,Low
Tatenda X. Chidambaram,Health,Medical Officer,2029,0,0,0,863,Solar Equipment,99,0,2,Low
Vimbai M. Ncube,Health,Lab Tech,1995,2,1,375,488,Emergency,87,20,4,Medium
Makanaka Sithole,Public Sector,ZRP Sergeant,605,7,2,2118,1121,School Fees,96,0,2,Low
Panashe Mwenje,Public Sector,Customs Clerk,400,1,0,0,614,Input Financing,97,0,1,Low
Itayi Ncube,Public Sector,ZRP Sergeant,437,3,4,1838,751,Emergency,99,0,2,Low
Kuda Makoni,Manufacturing,Line Supervisor,412,7,0,0,768,Home Improvement,97,0,1,Low
Itayi P. Mpofu,Transport,Kombi Driver,514,10,3,1514,763,Emergency,100,0,3,Low
Anesu Khumalo,Public Sector,ZIMRA Officer,919,10,4,1841,388,Medical,51,98,3,High
Farai P. Zhuwao,Retail,Shop Assistant,251,4,2,2279,1140,Small Business,92,23,3,Medium
Vimbai H. Ncube,Education,Principal,1950,10,4,2714,671,Small Business,99,0,1,Low
Tatenda Maphosa,Public Sector,ZIMRA Officer,928,7,5,4753,845,Small Business,99,0,3,Low
Panashe Masinga,Mining,Shift Boss,1673,3,0,0,720,Medical,97,0,3,Low
Blessing F. Chuma,Retail,Shop Assistant,416,10,5,1139,196,Solar Equipment,93,27,3,Medium
Munyaradzi Sithole,Manufacturing,Line Supervisor,810,2,0,0,1079,Small Business,99,0,3,Low
Rudo Ncube,Manufacturing,Welder,417,9,3,2149,621,Utility Debt,98,0,1,Low
Njabulo Zuma,Agriculture,Farm Manager,913,7,4,2230,993,Utility Debt,73,115,3,High
Rufaro Hlongwane,Health,Medical Officer,1749,0,1,958,1046,School Fees,79,106,3,High
Simba Ndlovu,Manufacturing,Welder,688,6,0,0,1002,Asset Financing,97,0,3,Low
Musa Masinga,Agriculture,Tobacco Smallholder,708,4,2,500,493,Emergency,82,68,4,High
Tatenda T. Mhlanga,Transport,Truck Driver,879,8,0,0,528,Emergency,96,4,2,Low
Sizo Zhou,Transport,Logistics,266,4,5,1421,421,Home Improvement,97,0,3,Low
Rufaro W. Muzenda,Health,Nurse,1533,4,2,1742,1011,Small Business,96,0,1,Low
Rudo Khumalo,Transport,Kombi Driver,396,4,2,2100,1068,Home Improvement,94,27,3,Medium
Farai Z. Mhlanga,Agriculture,Farm Manager,860,2,1,489,558,Medical,97,0,2,Low
Chipo Q. Masinga,Manufacturing,Line Supervisor,751,10,3,1488,481,Home Improvement,89,11,3,Medium
Kuda Muzenda,Health,Medical Officer,1959,8,4,1603,477,Asset Financing,93,13,4,Medium
Rufaro H. Muzenda,Education,Department Head,1643,7,2,1248,737,Solar Equipment,83,78,3,High
Kudakwashe Moyo,Public Sector,Admin Secretary,892,7,5,6770,1147,Utility Debt,100,0,3,Low
Itayi N. Mwenje,Agriculture,Farm Manager,461,7,2,968,522,Asset Financing,97,0,2,Low
Makanaka B. Mutasa,Transport,Truck Driver,747,2,2,723,312,Emergency,99,0,2,Low
Chengetai K. Chuma,Manufacturing,Line Supervisor,422,7,4,3801,1184,Utility Debt,87,20,4,Medium
Vimbai Moyo,Agriculture,Agro-dealer,452,1,2,1273,716,Small Business,75,56,4,High
Farai Mwenje,Education,Department Head,1681,5,4,2554,640,Emergency,95,13,3,Medium
Thabo Mutambara,Public Sector,Admin Secretary,487,6,3,2274,963,Emergency,75,47,3,High
Sizo Madzima,Agriculture,Farm Manager,945,2,3,1196,419,Small Business,98,4,1,Low
Itayi Madzima,Mining,Shift Boss,1834,2,3,705,305,School Fees,96,0,3,Low
Munyaradzi C. Marembo,Agriculture,Tobacco Smallholder,985,10,5,1466,290,Medical,96,0,3,Low
Blessing Muzenda,Health,Medical Officer,877,6,2,812,501,Medical,99,0,3,Low
Enock Madzima,Agriculture,Agro-dealer,446,0,0,0,975,Utility Debt,100,0,2,Low
Enock Gumbo,Mining,Underground Supervisor,882,10,6,6866,1006,Utility Debt,54,63,4,High
Takudzwa H. Chuma,Transport,Truck Driver,514,2,1,1104,1145,Small Business,98,0,2,Low
Itayi M. Maphosa,Agriculture,Agro-dealer,268,7,4,3389,1118,Solar Equipment,95,19,2,Medium
Tatenda Tshuma,Public Sector,ZRP Sergeant,578,3,0,0,259,Medical,97,0,1,Low
Tatenda Marembo,Manufacturing,Line Supervisor,932,3,4,3147,862,Home Improvement,54,93,5,High
Tendai Madzima,Education,Teacher,940,9,3,694,244,Medical,97,0,3,Low
Panashe Chidambaram,Retail,Merchandiser,459,7,4,1092,372,Home Improvement,70,30,5,High
Tatenda Gumbo,Health,Medical Officer,1422,9,2,329,242,Medical,78,81,4,High
Vimbai W. Gumbo,Health,Medical Officer,1036,6,5,2826,789,Input Financing,98,4,3,Low
Munyaradzi J. Mpofu,Mining,Driller,1970,0,1,348,328,Solar Equipment,97,4,2,Low
Njabulo Phiri,Mining,Shift Boss,2188,0,0,0,1163,Home Improvement,98,0,3,Low
Makanaka Chuma,Agriculture,Agro-dealer,648,9,6,7878,1100,Asset Financing,97,0,2,Low
Tatenda Ncube,Manufacturing,Welder,937,5,1,803,718,Solar Equipment,92,26,2,Medium
Kuda Nyathi,Transport,Truck Driver,402,2,1,208,210,Small Business,90,28,3,Medium
Sizo Hlongwane,Agriculture,Farm Manager,708,0,1,799,927,Utility Debt,50,74,3,High
Tariro G. Zhou,Mining,Driller,2004,7,1,995,1104,Small Business,96,0,1,Low
Anesu Bhebhe,Mining,Underground Supervisor,1474,5,3,1931,716,Emergency,99,0,1,Low
Tinashe T. Mutasa,Manufacturing,Line Supervisor,681,5,4,1379,549,Home Improvement,99,0,2,Low
Vimbai Chidambaram,Health,Medical Officer,1409,3,4,1748,371,Small Business,62,74,4,High
Thabo Madzima,Manufacturing,Line Supervisor,381,6,2,1754,801,Solar Equipment,89,23,2,Medium
Nyasha Marembo,Education,Teacher,1662,9,5,3779,1016,School Fees,91,13,3,Medium
Simba Dube,Health,Pharmacist Assistant,1111,3,0,0,768,Small Business,97,0,3,Low
Thabo Y. Zuma,Manufacturing,Line Supervisor,716,9,1,1148,1086,Small Business,99,0,1,Low
Dumisani Chikore,Health,Lab Tech,1054,4,2,2334,1143,Emergency,99,2,1,Low
Dumisani R. Mwenje,Agriculture,Farm Manager,555,7,0,0,367,Input Financing,99,0,3,Low
Tendai Chidambaram,Public Sector,Teacher,507,0,1,811,1003,Utility Debt,90,23,4,Medium
Itayi Q. Phiri,Public Sector,ZRP Sergeant,953,8,3,2037,766,Utility Debt,96,0,1,Low
Tariro Zuma,Retail,Merchandiser,507,7,3,1466,721,Emergency,88,15,3,Medium
Munyaradzi Phiri,Agriculture,Agro-dealer,955,0,1,422,650,Solar Equipment,78,129,4,High
Tendai A. Khumalo,Transport,Kombi Driver,647,1,2,374,262,Small Business,94,27,3,Medium
Tinashe X. Mutambara,Health,Pharmacist Assistant,2100,6,3,2561,857,Asset Financing,98,4,3,Low
Sizo Mpofu,Mining,Driller,828,6,3,447,222,Home Improvement,91,26,4,Medium
Anesu Tshuma,Transport,Kombi Driver,353,0,1,361,319,Small Business,70,117,5,High
Farai Mutasa,Health,Lab Tech,1667,10,1,176,248,Emergency,98,0,1,Low
Takudzwa Moyo,Public Sector,Customs Clerk,312,10,4,2824,831,Input Financing,99,0,3,Low
Farai Khumalo,Education,Principal,1088,7,5,620,168,School Fees,91,11,3,Medium
Sizo Sithole,Transport,Logistics,748,4,3,1873,739,Small Business,89,23,2,Medium
Sizo E. Zhuwao,Mining,Driller,1836,9,3,1222,600,Emergency,92,7,3,Medium
Anesu Moyo,Public Sector,Customs Clerk,581,2,2,1066,951,Home Improvement,91,21,2,Medium
Chipo Chikore,Education,Principal,1382,0,0,0,162,Input Financing,97,0,2,Low
Tapiwa Khumalo,Transport,Truck Driver,364,0,1,455,501,Asset Financing,99,0,3,Low
Enock Nyathi,Agriculture,Farm Manager,824,7,3,800,403,Solar Equipment,97,0,2,Low
Rufaro Chuma,Agriculture,Tobacco Smallholder,567,6,1,733,674,Emergency,73,77,5,High
Vimbai D. Mhlanga,Manufacturing,Welder,792,5,0,0,303,Emergency,56,134,3,High
Thabo V. Sibanda,Retail,Merchandiser,349,6,4,2581,873,School Fees,100,0,1,Low
Dumisani Chuma,Transport,Logistics,799,10,1,160,255,Solar Equipment,96,0,1,Low
Blessing X. Khumalo,Manufacturing,Line Supervisor,293,8,0,0,663,School Fees,63,92,3,High
Blessing T. Mwenje,Retail,Merchandiser,865,8,3,1792,820,Small Business,86,8,2,Medium
Tinashe Phiri,Manufacturing,Welder,578,5,0,0,1037,Emergency,96,1,3,Low
Tinashe Zuma,Health,Pharmacist Assistant,1833,4,4,2038,749,Medical,62,149,5,High
Kuda W. Mutasa,Transport,Truck Driver,373,6,0,0,217,Utility Debt,94,9,4,Medium
Takudzwa Marembo,Mining,Underground Supervisor,1978,8,0,0,244,Solar Equipment,93,22,3,Medium
Vimbai A. Chuma,Transport,Truck Driver,507,8,1,894,943,Input Financing,57,113,4,High
Vimbai Ndlovu,Public Sector,ZRP Sergeant,502,10,6,3587,608,Solar Equipment,99,0,3,Low
Nyasha Khumalo,Mining,Underground Supervisor,1375,7,5,1304,255,Solar Equipment,97,0,3,Low
Kudakwashe Zhuwao,Retail,Buyer,850,1,2,219,205,Home Improvement,87,20,4,Medium
Gugulethu Mwenje,Manufacturing,Factory Hand,364,1,1,465,531,Home Improvement,94,12,3,Medium
Tariro Y. Sithole,Education,Lecturer,895,7,4,1247,387,School Fees,77,118,4,High
Rufaro Khumalo,Public Sector,ZIMRA Officer,530,8,3,1564,1017,Input Financing,87,23,3,Medium
Tariro Muzenda,Public Sector,Admin Secretary,567,9,2,1974,926,Asset Financing,88,16,4,Medium
Chipo Maphosa,Mining,Underground Supervisor,1667,2,0,0,1042,Small Business,93,16,3,Medium
Makanaka Zuma,Manufacturing,Welder,804,10,3,443,189,Medical,99,0,3,Low
Tendai J. Nyathi,Retail,Shop Assistant,944,2,1,572,537,Utility Debt,88,13,3,Medium
Tatenda Hlongwane,Manufacturing,Welder,805,3,0,0,516,Input Financing,99,0,3,Low
Itayi I. Mwenje,Manufacturing,Factory Hand,323,8,1,161,220,Small Business,88,14,3,Medium
Munyaradzi U. Chuma,Public Sector,Admin Secretary,507,0,1,465,709,Medical,93,10,4,Medium
Simba Masinga,Retail,Buyer,906,8,0,0,602,Emergency,99,0,1,Low
Enock W. Mhlanga,Mining,Underground Supervisor,916,3,2,772,703,Solar Equipment,87,10,4,Medium
Musa Mutasa,Education,Principal,1240,4,1,669,730,Medical,96,0,1,Low
Rufaro Chikore,Education,Department Head,2043,3,4,709,186,Small Business,96,4,1,Low
Takudzwa Mutasa,Agriculture,Farm Manager,302,3,1,341,390,Small Business,96,0,2,Low
Tapiwa N. Tshuma,Transport,Logistics,310,5,2,2208,1124,Small Business,97,0,1,Low
Musa O. Chikore,Mining,Driller,974,6,5,4055,797,Utility Debt,89,29,4,Medium
Thabo Tshuma,Health,Medical Officer,1875,9,6,4014,700,Asset Financing,84,122,3,High
Munyaradzi Ncube,Public Sector,ZIMRA Officer,458,1,1,1065,1006,School Fees,98,0,2,Low
Dumisani Khumalo,Education,Principal,1670,5,5,1575,337,Emergency,96,0,2,Low
Chipo Nyathi,Health,Pharmacist Assistant,883,7,1,895,905,Small Business,100,0,3,Low
Vimbai W. Makoni,Transport,Logistics,818,4,0,0,814,Solar Equipment,96,0,3,Low
Enock Zhou,Education,Lecturer,1639,0,0,0,482,Utility Debt,81,47,3,High
Sizo F. Zhou,Agriculture,Agro-dealer,815,3,2,1023,544,Asset Financing,96,0,1,Low
Panashe U. Muzenda,Manufacturing,Welder,768,5,0,0,353,Utility Debt,70,47,4,High
Tendai Zhou,Retail,Buyer,582,0,0,0,1161,Emergency,96,0,3,Low
Chipo Mutambara,Mining,Driller,962,9,5,3572,715,Small Business,98,0,1,Low
Anesu U. Maphosa,Manufacturing,Welder,540,2,2,1004,867,School Fees,91,17,4,Medium
Tendai Mutasa,Transport,Logistics,869,8,0,0,1085,School Fees,65,108,5,High
Farai H. Tshuma,Health,Pharmacist Assistant,1297,4,4,3268,701,Utility Debt,97,0,3,Low
Gugulethu M. Gumbo,Mining,Driller,1751,9,3,3478,1052,Utility Debt,79,89,5,High
Dumisani Phiri,Health,Pharmacist Assistant,1434,2,1,175,250,School Fees,64,50,4,High
Chipo Mutasa,Education,Department Head,1526,10,6,1270,255,Asset Financing,97,1,2,Low
Tatenda S. Muzenda,Education,Teacher,1120,1,1,315,320,Emergency,97,0,2,Low
Anesu Ndlovu,Mining,Driller,1572,8,6,2653,381,Solar Equipment,96,0,1,Low
Njabulo Chuma,Health,Lab Tech,2092,8,0,0,616,Small Business,99,0,2,Low
Enock X. Gumbo,Health,Pharmacist Assistant,855,3,0,0,1092,Asset Financing,100,0,1,Low
Tendai H. Mpofu,Retail,Merchandiser,723,4,3,2727,1103,Input Financing,97,0,2,Low
Farai Ncube,Manufacturing,Factory Hand,259,5,2,1244,553,Home Improvement,62,55,4,High
Dumisani Y. Khumalo,Public Sector,ZIMRA Officer,973,6,4,2028,944,Small Business,99,0,1,Low
Blessing Ndlovu,Mining,Driller,944,7,2,1358,811,Utility Debt,81,77,4,High
Tariro Phiri,Mining,Underground Supervisor,1136,2,2,1080,797,Medical,56,72,4,High
Tatenda Moyo,Agriculture,Agro-dealer,431,3,1,491,576,Utility Debt,67,109,5,High
Dumisani Madzima,Mining,Driller,1812,6,1,862,890,Solar Equipment,92,24,3,Medium
Nyasha Mutasa,Manufacturing,Line Supervisor,976,4,1,823,969,Medical,100,0,2,Low
Sizo Ncube,Education,Teacher,1486,4,4,2145,806,Emergency,100,0,3,Low
Chipo Chidambaram,Agriculture,Agro-dealer,512,6,1,502,550,Solar Equipment,99,0,3,Low
Takudzwa Mhlanga,Retail,Shop Assistant,900,8,2,261,155,Emergency,83,71,5,High
Nomsa Bhebhe,Transport,Logistics,882,2,0,0,1197,Home Improvement,98,0,3,Low
Musa Chuma,Public Sector,ZIMRA Officer,772,9,1,453,542,Asset Financing,85,143,5,High
Blessing Maphosa,Manufacturing,Factory Hand,702,9,1,765,731,Emergency,96,0,3,Low
Tinashe Mpofu,Mining,Driller,1624,1,1,611,1008,Solar Equipment,94,12,2,Medium
Nomsa Gumbo,Education,Principal,1433,6,3,3680,1171,Medical,67,100,5,High
Rudo Sibanda,Manufacturing,Factory Hand,376,5,6,5120,730,School Fees,93,28,4,Medium
Tendai X. Zhou,Public Sector,Customs Clerk,528,1,1,405,722,School Fees,96,0,2,Low
Tariro C. Makoni,Public Sector,ZRP Sergeant,666,1,0,0,896,Small Business,98,0,2,Low
Tapiwa Marembo,Transport,Kombi Driver,814,9,4,3297,1072,Medical,98,0,2,Low
Itayi Gumbo,Agriculture,Agro-dealer,957,10,2,759,745,Utility Debt,98,0,1,Low
Rufaro Phiri,Health,Lab Tech,1164,9,5,2062,589,Home Improvement,92,29,4,Medium
Rudo O. Chuma,Manufacturing,Welder,916,10,1,874,862,Solar Equipment,91,24,4,Medium
Farai Makoni,Manufacturing,Welder,805,9,3,775,231,Asset Financing,68,142,3,High
Simba Chikore,Mining,Driller,1305,8,1,264,281,Solar Equipment,86,18,3,Medium
Musa Mhlanga,Transport,Logistics,390,4,4,4241,1120,Emergency,99,0,3,Low
Blessing Nyathi,Public Sector,Customs Clerk,401,8,0,0,521,Asset Financing,96,0,3,Low
Itayi Mhlanga,Health,Pharmacist Assistant,814,10,5,1857,541,Asset Financing,76,91,3,High
Dumisani S. Masinga,Transport,Kombi Driver,270,1,2,525,496,School Fees,96,3,3,Low
Blessing H. Maphosa,Agriculture,Tobacco Smallholder,506,9,0,0,183,Asset Financing,66,149,4,High
Rudo Phiri,Agriculture,Tobacco Smallholder,381,4,2,410,261,Solar Equipment,98,0,3,Low
Enock Bhebhe,Manufacturing,Welder,883,0,0,0,619,School Fees,88,8,3,Medium
Vimbai Q. Chidambaram,Health,Nurse,1340,3,2,792,453,School Fees,86,8,4,Medium
Gugulethu Zuma,Agriculture,Farm Manager,412,4,4,1415,380,Input Financing,87,8,4,Medium
Farai G. Mwenje,Education,Lecturer,1938,3,1,326,496,Emergency,92,22,3,Medium
Tinashe Z. Mutasa,Agriculture,Agro-dealer,422,4,0,0,797,Medical,90,16,3,Medium
Makanaka Khumalo,Retail,Buyer,569,7,6,6616,997,Small Business,100,0,1,Low
Takudzwa Mutambara,Education,Principal,1149,6,2,204,150,Asset Financing,93,9,3,Medium
Njabulo Q. Chuma,Transport,Truck Driver,772,8,5,5811,1079,Utility Debt,96,0,1,Low
Tariro I. Mpofu,Education,Teacher,1196,2,2,1595,758,Solar Equipment,74,129,3,High
Kudakwashe O. Sibanda,Health,Medical Officer,1554,4,1,653,552,Emergency,87,18,4,Medium
Musa Zhou,Public Sector,Customs Clerk,357,2,0,0,651,Input Financing,93,8,2,Medium
Chengetai Chidambaram,Manufacturing,Line Supervisor,266,0,0,0,254,Solar Equipment,93,6,3,Medium
Tariro Mutambara,Public Sector,ZIMRA Officer,900,9,5,2025,618,Emergency,95,12,4,Medium
Chipo Zhou,Manufacturing,Welder,600,4,2,1284,1118,Medical,96,0,1,Low
Sizo O. Chikore,Retail,Shop Assistant,904,8,3,2717,846,Utility Debt,100,0,2,Low
Sizo P. Ncube,Mining,Underground Supervisor,1093,8,5,3545,627,Solar Equipment,97,0,3,Low
Munyaradzi M. Mwenje,Agriculture,Agro-dealer,395,6,3,2697,1110,Asset Financing,71,143,5,High
Enock Moyo,Agriculture,Agro-dealer,723,3,3,552,234,Input Financing,97,0,1,Low
Itayi A. Madzima,Education,Department Head,1887,3,0,0,682,Asset Financing,97,0,1,Low
Tatenda Z. Hlongwane,Health,Nurse,1781,4,0,0,154,Asset Financing,96,0,1,Low
Tendai X. Nyathi,Retail,Merchandiser,700,3,3,3979,1113,School Fees,98,0,1,Low
Anesu Zhou,Education,Department Head,1807,4,4,788,172,Input Financing,97,0,3,Low
Njabulo Marembo 1,Health,Medical Officer,1306,8,3,1213,378,Small Business,100,0,1,Low
Sizo Q. Zhou,Mining,Shift Boss,1364,5,5,3095,760,Utility Debt,99,0,2,Low
Takudzwa Khumalo,Health,Medical Officer,1775,5,1,700,791,Emergency,97,0,3,Low
Gugulethu Makoni,Health,Medical Officer,1401,1,1,1006,1158,School Fees,85,67,5,High
Farai H. Moyo,Public Sector,ZRP Sergeant,779,8,4,1279,559,Asset Financing,99,0,2,Low
Vimbai I. Maphosa,Agriculture,Tobacco Smallholder,839,6,3,2090,1149,Emergency,69,100,4,High
Panashe Mhlanga,Manufacturing,Factory Hand,627,1,2,870,480,Emergency,89,25,3,Medium
Tinashe D. Mutambara,Manufacturing,Factory Hand,556,10,3,1346,424,Utility Debt,96,0,2,Low
Vimbai Zuma,Mining,Underground Supervisor,1875,1,1,1195,1110,Emergency,87,12,3,Medium
Njabulo X. Nyathi,Transport,Truck Driver,951,1,2,1131,583,Emergency,97,0,2,Low
Makanaka Y. Mutasa,Agriculture,Tobacco Smallholder,383,0,1,567,1085,Medical,78,95,5,High
Kudakwashe Zuma,Manufacturing,Line Supervisor,775,3,2,1959,847,Small Business,97,1,1,Low
Thabo N. Bhebhe,Retail,Shop Assistant,697,10,4,1250,265,Medical,86,5,3,Medium
Njabulo I. Khumalo,Education,Department Head,1273,2,0,0,450,Asset Financing,92,20,4,Medium
Njabulo N. Sibanda,Transport,Kombi Driver,421,9,1,1186,1073,Small Business,73,85,3,High
Musa T. Hlongwane,Public Sector,ZRP Sergeant,643,6,1,285,280,Utility Debt,65,30,4,High
Makanaka Chikore,Manufacturing,Welder,702,0,1,350,412,Solar Equipment,97,0,3,Low
Farai Chuma,Education,Department Head,2034,0,0,0,251,Emergency,98,0,2,Low
Makanaka L. Gumbo,Public Sector,ZRP Sergeant,972,10,6,3126,500,Small Business,93,16,2,Medium
Tendai Gumbo,Transport,Logistics,990,9,3,1285,836,Emergency,86,10,2,Medium
Tinashe C. Mpofu,Agriculture,Farm Manager,779,3,4,2456,1069,School Fees,91,14,2,Medium
Takudzwa Y. Masinga,Transport,Logistics,733,9,6,3825,782,Input Financing,100,0,2,Low
Anesu Phiri,Mining,Driller,2173,10,5,3158,595,Input Financing,96,0,2,Low
Itayi Chuma,Public Sector,ZRP Sergeant,576,3,0,0,577,Medical,51,52,4,High
Takudzwa Q. Gumbo,Retail,Buyer,348,1,1,352,346,Solar Equipment,56,112,3,High
Makanaka Phiri,Transport,Logistics,859,0,1,215,334,Medical,98,0,3,Low
Sizo Chuma,Public Sector,Customs Clerk,756,2,0,0,604,Solar Equipment,100,0,3,Low
Munyaradzi Dube,Health,Pharmacist Assistant,1894,9,4,2739,895,Home Improvement,100,0,1,Low
Makanaka Hlongwane,Health,Lab Tech,1275,7,2,2030,952,Medical,59,70,5,High
Nomsa Mwenje,Agriculture,Agro-dealer,620,7,4,1307,488,Home Improvement,88,5,3,Medium
Kudakwashe Gumbo,Public Sector,Teacher,656,8,4,2620,891,Input Financing,94,28,4,Medium
Vimbai Marembo,Public Sector,Admin Secretary,655,0,0,0,402,Small Business,98,0,3,Low
Nyasha Chidambaram,Education,Teacher,1365,5,0,0,891,Small Business,73,41,4,High
Thabo B. Mutambara,Mining,Driller,1024,10,5,3830,934,Emergency,59,127,5,High
Nomsa Chidambaram,Transport,Logistics,721,6,0,0,730,Utility Debt,71,142,3,High
Farai Phiri,Transport,Truck Driver,842,10,1,639,734,School Fees,50,80,5,High
Panashe G. Chikore,Agriculture,Farm Manager,389,5,5,2259,611,Solar Equipment,75,89,5,High
Gugulethu A. Chidambaram,Mining,Shift Boss,1964,4,5,2314,867,Utility Debt,95,9,2,Medium
Tendai B. Bhebhe,Retail,Merchandiser,818,2,3,731,354,Asset Financing,95,8,3,Medium
Simba Khumalo,Education,Department Head,2189,0,1,736,887,Utility Debt,88,28,2,Medium
Panashe W. Ncube,Public Sector,Admin Secretary,796,6,3,1391,420,School Fees,90,23,3,Medium
Kuda P. Makoni,Education,Teacher,908,1,2,413,224,Input Financing,98,0,3,Low
